,Unnamed: 0,Titles,Released,Runtime,Metascores,IMDB,User Reviews,Critic Reviews,Directors,Writers,Studios,Budget,US Gross,Worldwide Gross,Aspect Ratio,Runtime_mins
1824,1824,The Son of No One,2011,1h 30min,36,5.1,54,60,Dito Montiel,Dito Montiel,Millennium Films,15000000,30680,1091132,2.35 : 1,90
1825,1825,Sutorîto Faitâ II gekijô-ban,1994,1h 42min,0,7.2,0,0,Gisaburô Sugii,Takashi Nishiyama,Capcom Entertainment,0,0,0,1.85 : 1,102
1826,1826,A gai waak,1983,1h 45min,0,7.4,72,53,Jackie Chan,Jackie Chan,Authority Films,0,0,0,2.35 : 1,105
1827,1827,Best of the Best II,1993,1h 41min,0,5.6,41,26,Robert Radler,Max Strom,Picture Securities,7000000,6608687,6608687,1.85 : 1,101
1828,1828,2.0,2018,2h 28min,0,6.2,816,44,S. Shankar,Jayamohan,Dakshaa,0,4152000,36945969,2.35 : 1,148
1829,1829,The Hunted,1995,1h 51min,0,6.0,62,39,J.F. Lawton,J.F. Lawton,Universal Pictures,20000000,6609661,6609661,1.85 : 1,111
1830,1830,Stagecoach,1966,1h 55min,0,6.1,0,0,Gordon Douglas,Joseph Landon,Twentieth Century Fox,3500000,0,0,2.35 : 1,115
1831,1831,Minotaur,2006,1h 33min,0,3.6,0,0,Jonathan English,Nick Green,First Look International,7000000,0,892786,1.85 : 1,93
1832,1832,The Specials,2000,1h 22min,0,5.8,0,0,Craig Mazin,James Gunn,Brillstein-Grey Entertainment,1000000,13276,13276,1.85 : 1,82
1833,1833,Ballistic: Ecks vs. Sever,2002,1h 31min,19,3.7,283,94,Wych Kaosayananda,Alan B. McElroy,Franchise Pictures,70000000,14307963,20154899,2.35 : 1,91
1834,1834,Memorial Day,2012,1h 44min,0,6.1,30,9,Samuel Fischer,Jeff Traxler,Perspective Films,4200000,0,0,1.78 : 1,104
1835,1835,Echelon Conspiracy,2009,1h 45min,26,5.8,75,37,Greg Marcks,Michael Nitsberg,Dark Castle Entertainment,0,666009,2186782,2.35 : 1,105
1836,1836,Mr. Nanny,1993,1h 24min,0,3.8,0,0,Michael Gottlieb,Edward Rugoff,New Line Cinema,10000000,4348572,4348572,1.85 : 1,84
1837,1837,3 Ninjas: High Noon at Mega Mountain,1998,1h 33min,44,3.0,71,8,Sean McNamara,Sean McNamara,Leeds/Ben-Ami Productions,0,375805,375805,1.85 : 1,93
1838,1838,Raze,2013,1h 27min,41,5.2,57,83,Josh C. Waller,Robert Beaucage,Cinipix,0,7429,7429,2.35 : 1,87
1839,1839,Gridlocked,2015,1h 50min,0,5.8,29,41,Allan Ungar,Allan Ungar,Hackybox Pictures,0,0,0,2.35 : 1,110
1840,1840,Baaghi 3,2020,2h 23min,0,2.1,473,19,Ahmed Khan,Sajid Nadiadwala,Fox Star Studios,0,721439,16726510,,143
1841,1841,The Man,2005,1h 23min,33,5.6,89,71,Les Mayfield,Jim Piddock,New Line Cinema,33000000,8330720,13485145,1.85 : 1,83
1842,1842,Miami Connection,1987,1h 23min,56,5.7,52,78,Woo-sang Park,Woo-sang Park,P.J.K. Group,1000000,0,0,1.85 : 1,83
1843,1843,Bad Ass,2012,1h 30min,0,5.5,85,62,Craig Moss,Craig Moss,Amber Lamps,0,0,0,1.85 : 1,90
1844,1844,Detour,2016,1h 37min,46,6.2,37,57,Christopher Smith,Christopher Smith,Head Gear Films,0,1788,1788,,97
1845,1845,Diablo,2015,1h 30min,35,4.5,84,29,Lawrence Roeck,Carlos De Los Rios,Diablo Movie,0,0,0,,90
1846,1846,Big Kill,2019,2h 6min,42,5.3,61,12,Scott Martin,Scott Martin,Archstone Pictures,0,0,0,,126
1847,1847,Foolproof,2003,1h 34min,0,6.5,54,13,William Phillips,William Phillips,Alliance Atlantis Communications,0,458990,779036,1.85 : 1,94
1848,1848,Balada triste de trompeta,2010,1h 47min,70,6.5,46,159,Álex de la Iglesia,Álex de la Iglesia,Tornasol Films,0,40548,3604598,2.35 : 1,107
1849,1849,Dak mo mai sing,2001,1h 48min,0,5.9,57,36,Teddy Chan,Rod Dean,GH Pictures,0,0,790144,2.35 : 1,108
1850,1850,The Assignment,1997,1h 59min,0,6.9,72,28,Christian Duguay,Dan Gordon,Triumph Films,0,332597,332597,1.85 : 1,119
1851,1851,Terra,2007,1h 30min,54,6.5,71,105,Aristomenis Tsirbas,Evan Spiliotopoulos,Menithings Productions,0,1647083,6195553,2.35 : 1,90
1852,1852,Singularity,2017,1h 32min,0,3.7,356,18,Robert Kouba,Robert Kouba,Calanda Pictures,0,4176,86822,2.35 : 1,92
1853,1853,See Spot Run,2001,1h 34min,24,5.4,54,42,John Whitesell,George Gallo,Warner Bros.,35000000,33357476,43057552,1.85 : 1,94
1854,1854,Breakout,2013,1h 29min,0,4.2,30,12,Damian Lee,Christian Piers Betley,Rollercoaster Entertainment,0,0,0,,89
1855,1855,Pound of Flesh,2015,1h 44min,41,5.2,45,43,Ernie Barbarash,Joshua Todd James,ACE Film Company,7500000,0,163080,1.85 : 1,104
1856,1856,Mard Ko Dard Nahin Hota,2018,2h 14min,0,7.4,128,34,Vasan Bala,Vasan Bala,Absolute Productions,0,0,161845,1.85 : 1,134
1857,1857,Good People,2014,1h 30min,42,5.5,60,57,Henrik Ruben Genz,Marcus Sakey,Millennium Films,0,0,1857574,1.85 : 1,90
1858,1858,Aftershock,2012,1h 29min,39,4.8,115,157,Nicolás López,Nicolás López,Sobras International Pictures,2000000,58510,294696,1.78 : 1,89
1859,1859,The Marine 6: Close Quarters,2018,1h 25min,0,4.9,22,18,James Nunn,Craig Walendziak,Fiction Films,0,0,0,,85
1860,1860,The Courier,2012,1h 35min,0,4.5,32,16,Hany Abu-Assad,Brannon Coombs,Films In Motion,15500000,0,58387,2.35 : 1,95
1861,1861,Art of Submission,2012,1h 59min,0,4.0,0,0,Adam Boster,Kenneth Chamitoff,Pro-Motion Pictures,4500000,9004,9004,,119
1862,1862,San wa,2005,2h 2min,0,6.1,0,0,Stanley Tong,Stanley Tong,JCE Movies,15000000,0,6669097,2.35 : 1,122
1863,1863,Cats & Dogs: The Revenge of Kitty Galore,2010,1h 22min,30,4.4,67,96,Brad Peyton,Ron J. Friedman,CD2 Films,85000000,43585753,112483764,1.85 : 1,82
1864,1864,Dong wu shi jie,2018,2h 12min,0,6.5,0,0,Yan Han,Nobuyuki Fukumoto,Beijing Ruyi Xinxin Film Investment,0,0,74922830,2.66 : 1,132
1865,1865,Wind,1992,2h 6min,57,6.4,41,9,Carroll Ballard,Jeff Benjamin,American Zoetrope,29000000,5519569,5519569,1.85 : 1,126
1866,1866,In Enemy Hands,2004,1h 34min,0,6.0,0,0,Tony Giglio,John E. Deaver,Artisan Entertainment,5400000,0,64236,2.35 : 1,94
1867,1867,The Patriot,1998,1h 30min,0,4.2,90,15,Dean Semler,William Heine,Interlight,25000000,0,0,2.35 : 1,90
1868,1868,Blood Brother,2018,1h 30min,18,4.5,27,6,John Pogue,Michael Finch,Codeblack Films,0,0,0,,90
1869,1869,Rapid Fire,1992,1h 35min,0,6.3,67,57,Dwight H. Little,Cindy Cirile,Twentieth Century Fox,10000000,14356479,14356479,1.85 : 1,95
1870,1870,Firehouse Dog,2007,1h 51min,43,5.5,43,47,Todd Holland,Claire-Dee Lim,C.O.R.E. Digital Pictures,0,13932383,17384424,1.85 : 1,111
1871,1871,Agent Cody Banks 2: Destination London,2004,1h 40min,32,4.6,52,60,Kevin Allen,Jeffrey Jurgensen,Dylan Sellers Productions,26000000,23630159,28818995,2.39 : 1,100
1872,1872,Xin Su shi jian,2009,1h 59min,63,7.0,63,58,Tung-Shing Yee,Tung-Shing Yee,Emperor Dragon Movies,15000000,0,5461200,2.35 : 1,119
1873,1873,Storage 24,2012,1h 27min,52,4.5,80,91,Johannes Roberts,Noel Clarke,Medient Studios,0,72,646175,1.85 : 1,87
1874,1874,Bellflower,2011,1h 43min,72,6.4,57,261,Evan Glodell,Evan Glodell,Coatwolf Productions,17000,168226,172935,2.35 : 1,103
1875,1875,Rogue Warfare,2019,1h 43min,0,2.8,151,2,Mike Gunther,Mike Gunther,5150 Action,0,0,0,2.35 : 1,103
1876,1876,Villain,2020,1h 37min,68,5.8,83,38,Philip Barantini,Greg Hall,Ascendant Films,0,0,0,2.35 : 1,97
1877,1877,I Am Vengeance: Retaliation,2020,1h 22min,0,3.4,40,21,Ross Boyask,Ross Boyask,Evolutionary Film Productions,0,0,0,,82
1878,1878,Street,2015,1h 25min,0,4.6,0,0,Bradford May,Brandi Ellis,Skinfly Entertainment,0,0,0,1.78 : 1,85
1879,1879,Warlock: The Armageddon,1993,1h 38min,0,5.4,0,0,Anthony Hickox,Kevin Rock,Trimark Pictures,3000000,3902679,3902679,1.85 : 1,98
1880,1880,Lawnmower Man 2: Beyond Cyberspace,1996,1h 33min,29,2.5,69,55,Farhad Mann,Farhad Mann,New Line Cinema,15000000,2409225,2409225,2.35 : 1,93
1881,1881,Kickboxer 4: The Aggressor,1994,1h 30min,0,4.0,0,0,Albert Pyun,Albert Pyun,Kings Road Entertainment,400000,0,0,,90
1882,1882,Wrong Turn at Tahoe,2009,1h 31min,0,6.0,25,22,Franck Khalfoun,Eddie Nickerson,Martini Films,6000000,0,0,2.35 : 1,91
1883,1883,Siu nin Wong Fei Hung chi: Tit ma lau,1993,1h 30min,79,7.5,126,126,Woo-Ping Yuen,Tan Cheung,Film Workshop,11000000,14694904,14694904,1.85 : 1,90
1884,1884,Jing wu ying xiong,1994,1h 43min,0,7.5,0,0,Gordon Chan,Gordon Chan,Golden Harvest Company,0,0,0,1.85 : 1,103
1885,1885,Rogues Gallery,2010,1h 27min,0,4.9,68,41,Fouad Mikati,Sam Levinson,Anchor Bay Films,0,0,0,2.35 : 1,87
1886,1886,Hammer of the Gods,2013,1h 39min,44,4.5,67,60,Farren Blackburn,Matthew Read,Vertigo Films,0,641,7343,2.35 : 1,99
1887,1887,Wing Commander,1999,1h 40min,21,4.3,345,89,Chris Roberts,Chris Roberts,Centurion,30000000,11578059,11578059,2.39 : 1,100
1888,1888,Kungfu Master,1991,2h 14min,0,7.3,73,70,Hark Tsui,Yiu-Ming Leung,Golden Harvest Company,0,0,3826459,2.35 : 1,134
1889,1889,In Like Flynn,2018,1h 46min,66,5.2,39,12,Russell Mulcahy,Marc Furmie,308 Ent,8000000,11255,11255,,106
1890,1890,Foo gwai lip che,1986,1h 38min,0,7.0,16,31,Sammo Kam-Bo Hung,Sammo Kam-Bo Hung,Bo Ho Film Company Ltd.,0,0,0,2.35 : 1,98
1891,1891,Blankman,1994,1h 32min,0,5.0,29,16,Mike Binder,Damon Wayans,Columbia Pictures,30000000,7941977,7941977,1.85 : 1,92
1892,1892,Sand Sharks,2012,1h 26min,0,2.6,55,55,Mark Atkins,Joe Benkis,Little Dragon Productions,0,0,0,,86
1893,1893,Bilal: A New Breed of Hero,2015,1h 45min,52,7.9,155,38,Khurram H. Alavi,Ayman Jamal,Barajoun Entertainment,30000000,490973,3087832,2.35 : 1,105
1894,1894,La French,2014,2h 15min,67,7.1,29,119,Cédric Jimenez,Audrey Diwan,Gaumont,26000000,190980,12062441,2.35 : 1,135
1895,1895,Parmanu: The Story of Pokhran,2018,2h 9min,0,7.6,157,17,Abhishek Sharma,Saiwyn Quadras,J.A. Entertainment,0,0,9862726,,129
1896,1896,Phantasm III: Lord of the Dead,1994,1h 31min,0,6.1,86,82,Don Coscarelli,Don Coscarelli,Starway International Inc.,2500000,0,0,1.85 : 1,91
1897,1897,Reclaim,2014,1h 36min,26,5.2,50,28,Alan White,Carmine Gaeta,Asia Tropical Films,0,0,129822,,96
1898,1898,Intruders,2011,1h 40min,45,5.4,84,126,Juan Carlos Fresnadillo,Nicolás Casariego,Antena 3 Films,0,69136,5486559,2.35 : 1,100
1899,1899,The Perfect Weapon,1991,1h 30min,0,6.0,0,0,Mark DiSalle,David C. Wilson,Paramount Pictures,10000000,14061361,14061361,1.85 : 1,90
1900,1900,Mersal,2017,2h 52min,0,7.8,118,13,Atlee Kumar,Atlee Kumar,Sony Music India,0,0,2287182,,172
1901,1901,Romeo Akbar Walter,2019,2h 21min,0,6.6,151,16,Robbie Grewal,Robbie Grewal,Kyta Productions,0,236299,6111065,2.39 : 1,141
1902,1902,Born to Raise Hell,2010,1h 38min,0,4.4,41,39,Lauro David Chartrand-DelValle,Steven Seagal,Steamroller Productions,5000000,0,0,1.78 : 1,98
1903,1903,The Reliant,2019,2h 20min,0,3.5,152,9,Paul Munger,J.P. Johnston,Fervent House Media,0,408747,408747,2.35 : 1,140
1904,1904,Thugs of Hindostan,2018,2h 44min,0,4.1,943,31,Vijay Krishna Acharya,Vijay Krishna Acharya,Latina Pictures,20000000,1449848,39570044,2.35 : 1,164
1905,1905,Big Ass Spider!,2013,1h 20min,53,5.3,66,108,Mike Mendez,Gregory Gieras,Epic Pictures Group,0,0,0,1.85 : 1,80
1906,1906,Officer Downe,2016,1h 28min,26,4.2,28,24,Shawn Crahan,Joe Casey,Blackmrkt,0,850,850,2.39 : 1,88
1907,1907,A Low Down Dirty Shame,1994,1h 48min,0,6.0,31,20,Keenen Ivory Wayans,Keenen Ivory Wayans,Caravan Pictures,10000000,29392418,29392418,1.85 : 1,108
1908,1908,Infestation,2009,1h 31min,0,5.9,55,70,Kyle Rankin,Kyle Rankin,Heavy Duty Entertainment,3500000,0,36756,1.85 : 1,91
1909,1909,The Corruptor,1999,1h 50min,56,6.1,141,96,James Foley,Robert Pucci,New Line Cinema,25000000,15164492,24493601,2.39 : 1,110
1910,1910,Trespass Against Us,2016,1h 39min,50,5.8,39,103,Adam Smith,Alastair Siddons,Potboiler Productions,0,5711,517197,2.35 : 1,99
1911,1911,Replicant,2001,1h 40min,0,5.4,112,52,Ringo Lam,Lawrence Riggins,Millennium Films,17000000,0,894844,1.85 : 1,100
1912,1912,Longshot,2001,1h 33min,0,2.7,32,3,Lionel C. Martin,Tony DeCamillis,PearlCam Productions,20300000,0,0,,93
1913,1913,Ong Bak 2,2008,1h 38min,47,6.2,81,120,Tony Jaa,Tony Jaa,Sahamongkol Film International,0,102458,8936663,2.35 : 1,98
1914,1914,"Fear, Inc.",2016,1h 30min,0,5.6,55,34,Vincent Masciale,Luke Barnett,Lone Suspect,0,0,0,2.39 : 1,90
1915,1915,Saala Khadoos,2016,1h 49min,0,7.6,49,27,Sudha Kongara,Sudha Kongara,Oveyen Studio,0,76931,94787,,109
1916,1916,V.I. Warshawski,1991,1h 29min,0,5.0,0,0,Jeff Kanew,Sara Paretsky,Hollywood Pictures,0,11128309,11128309,1.85 : 1,89
1917,1917,Operation Crossbow,1965,1h 55min,0,6.6,0,0,Michael Anderson,Duilio Coletti,Metro-Goldwyn-Mayer British Studios,0,0,0,2.35 : 1,115
1918,1918,Pik lik foh,1995,1h 50min,0,6.4,0,0,Gordon Chan,Gordon Chan,Golden Harvest Company,0,0,0,2.35 : 1,110
1919,1919,Bounty Killer,2013,1h 32min,48,5.5,59,143,Henry Saine,Jason Dodson,Just Chorizo Productions,0,0,0,2.35 : 1,92
1920,1920,Mardaani 2,2019,1h 43min,0,7.4,171,20,Gopi Puthran,Gopi Puthran,Yash Raj Films,2800000,0,8680109,,103
1921,1921,3 Ninjas: Knuckle Up,1993,1h 25min,0,4.3,0,0,Sang-ok Shin,Alex S. Kim,Sheen Productions,0,413479,413479,1.85 : 1,85
1922,1922,Wu xia,2011,1h 55min,62,7.1,51,122,Peter Ho-Sun Chan,Oi Wah Lam,Dingsheng Cultural Industry Investment,0,11137,29282887,2.35 : 1,115
1923,1923,Mutant Chronicles,2008,1h 51min,0,5.2,174,89,Simon Hunter,Philip Eisner,First Foot Films,25000000,6820,2131057,1.85 : 1,111
1924,1924,Wake of Death,2004,1h 31min,0,5.7,0,0,Philippe Martinez,Mick Davis,Bauer Martinez Studios,14000000,0,521918,1.85 : 1,91
1925,1925,9 rota,2005,2h 19min,0,7.1,78,25,Fedor Bondarchuk,Iskander Galiev,Art Pictures Group,9500000,0,26146165,2.35 : 1,139
1926,1926,L'instinct de mort,2008,1h 53min,71,7.5,67,142,Jean-François Richet,Jacques Mesrine,La Petite Reine,0,551697,31076533,2.35 : 1,113
1927,1927,Ong-bak 3,2010,1h 39min,38,5.0,51,73,Tony Jaa,Tony Jaa,Iyara Films,0,14890,2340516,2.35 : 1,99
1928,1928,Dobermann,1997,1h 43min,0,6.6,87,30,Jan Kounen,Joël Houssin,Canal+,0,0,0,2.35 : 1,103
1929,1929,Isolation,2015,1h 26min,0,4.6,9,2,Shane Dax Taylor,Chad Law,Hollywood Media Bridge,2000000,0,0,,86
1930,1930,Redline,2007,1h 42min,24,4.0,102,33,Andy Cheng,Robert Foreman,Chicago Pictures,26000000,6881022,8267379,2.35 : 1,102
1931,1931,Chik loh goh yeung,1992,1h 40min,0,6.0,22,36,Clarence Fok,Jing Wong,Golden Harvest Company,0,28676,0,1.85 : 1,100
1932,1932,Gekijouban Fate/Stay Night: Heaven's Feel - II. Lost Butterfly,2019,1h 57min,0,8.1,9,3,Tomonori Sudô,Kinoko Nasu,Type-Moon,0,420595,17296294,,117
1933,1933,Hunger,2009,1h 41min,0,5.3,0,0,Steven Hentges,L.D. Goffigan,5 States,625000,0,0,1.85 : 1,101
1934,1934,Attrition,2018,1h 25min,0,4.2,0,0,Mathieu Weschler,Steven Seagal,Saradan Media,3000000,0,0,,85
1935,1935,Electra,1996,1h 27min,0,3.6,0,0,Julian Grant,Lou Aguilar,Electra Film Productions Inc.,1000000,0,0,,87
1936,1936,Gojira tai Hedora,1971,1h 25min,0,6.1,0,0,Yoshimitsu Banno,Yoshimitsu Banno,Toho Company,250000,0,0,2.35 : 1,85
1937,1937,Raw Justice,1994,1h 32min,0,4.1,0,0,David A. Prior,David A. Prior,West Side Studios,0,0,0,1.85 : 1,92
1938,1938,Gang Related,1997,1h 56min,0,6.5,37,22,Jim Kouf,Jim Kouf,Orion Pictures,0,5906773,5906773,2.35 : 1,116
1939,1939,"Ruben Brandt, a gyujto",2018,1h 36min,75,7.5,39,60,Milorad Krstic,Milorad Krstic,Ruben Brandt,0,117963,587993,2.35 : 1,96
1940,1940,L'ennemi public n°1,2008,2h 13min,72,7.5,38,117,Jean-François Richet,Abdel Raouf Dafri,La Petite Reine,0,275387,321353,2.35 : 1,133
1941,1941,Legendary,2013,1h 32min,0,3.7,24,31,Eric Styles,Andy Briggs,China Film Group Corporation (CFGC),12000000,0,5501541,2.35 : 1,92
1942,1942,Gallowwalkers,2012,1h 30min,0,3.6,78,82,Andrew Goth,Joanne Reay,Boundless Pictures,17000000,0,141696,2.35 : 1,90
1943,1943,Geolkapseu,2019,1h 47min,0,6.0,0,0,Jung Da-Won,Jung Da-Won,CJ Entertainment,0,104578,12147170,2.35 : 1,107
1944,1944,Hiteumaen,2020,1h 50min,0,6.3,0,0,Won-sub Choi,Won-sub Choi,,0,0,17601351,1.78 : 1,110
1945,1945,The Order,2001,1h 29min,0,4.7,66,30,Sheldon Lettich,Les Weldon,777 Films Corporation,12000000,0,524637,1.85 : 1,89
1946,1946,Fire on the Amazon,1993,1h 27min,0,3.5,35,16,Luis Llosa,Luana Anders,Concorde-New Horizons,2000000,0,0,1.85 : 1,87
1947,1947,Scorched Earth,2018,1h 36min,32,4.5,59,27,Peter Howitt,Kevin Leeson,Lighthouse Pictures,0,0,0,1.85 : 1,96
1948,1948,The Crow: Salvation,2000,1h 42min,0,4.9,153,20,Bharat Nalluri,James O'Barr,Fallen Bird Productions Inc.,10000000,0,0,1.85 : 1,102
1949,1949,Black Scorpion,1995,1h 32min,0,4.7,0,0,Jonathan Winfrey,Craig J. Nevius,Concorde-New Horizons,0,0,0,,92
1950,1950,Silent Trigger,1996,1h 33min,0,5.5,0,0,Russell Mulcahy,Sergio Altieri,Algonquin Productions Limited,9000000,0,0,2.35 : 1,93
1951,1951,Metoroporisu,2001,1h 48min,75,7.2,131,94,Rintaro,Osamu Tezuka,Bandai Visual Company,15000000,722932,4035192,1.85 : 1,108
1952,1952,Gun Shy,2017,1h 32min,21,4.1,42,24,Simon West,Mark Haskell Smith,Salty Film,0,0,2480,2.35 : 1,92
1953,1953,Joshua Tree,1993,1h 46min,0,5.7,37,21,Vic Armstrong,Steven Pressfield,Vision International,9000000,0,0,2.35 : 1,106
1954,1954,Ra.One,2011,2h 36min,60,4.7,326,59,Anubhav Sinha,David Benullo,Red Chillies Entertainment,24000000,2511689,35911689,2.35 : 1,156
1955,1955,Tekkon kinkurîto,2006,1h 51min,65,7.6,34,59,Michael Arias,Anthony Weintraub,Aniplex,4200000,6000,42840,2.35 : 1,111
1956,1956,Gekijouban Fate/Stay Night: Heaven's Feel - I. Presage Flower,2017,2h,0,7.5,11,7,Tomonori Sudô,Jalen K. Cassell,Aniplex,0,193833,17423075,1.78 : 1,120
1957,1957,Zombi 3,1988,1h 35min,0,4.9,115,87,Lucio Fulci,Claudio Fragasso,Flora Film,0,0,0,1.85 : 1,95
1958,1958,Gintama,2017,2h 11min,0,6.1,12,17,Yûichi Fukuda,Hideaki Sorachi,Aniplex,0,0,45746967,1.85 : 1,131
1959,1959,Birth of the Dragon,2016,1h 35min,35,5.6,194,61,George Nolfi,Stephen J. Rivele,Anomaly Entertainment,31000000,6901965,7215027,,95
1960,1960,Edison,2005,1h 39min,0,5.3,0,0,David J. Burke,David J. Burke,Millennium Films,25000000,0,4165675,2.35 : 1,99
1961,1961,Dou foh sin,2007,1h 28min,38,6.8,40,63,Wilson Yip,Kam-Yuen Szeto,Mandarin Films Distribution,8000000,5151,6177725,2.35 : 1,88
1962,1962,Bhavesh Joshi Superhero,2018,2h 34min,0,7.6,227,18,Vikramaditya Motwane,Vikramaditya Motwane,Eros Worldwide,0,57376,334723,2.35 : 1,154
1963,1963,That Darn Cat,1997,1h 29min,0,4.7,0,0,Bob Spiers,Gordon Gordon,Walt Disney Pictures,0,18301610,18301610,1.85 : 1,89
1964,1964,Tôkyô gûru 'S',2019,1h 41min,0,5.3,0,0,Kazuhiko Hiramaki,Sui Ishida,Geek Sight,0,0,7365,,101
1965,1965,Dead Trigger,2017,1h 31min,0,3.3,26,14,Mike Cuff,Heinz Treschnitzer,Aldamisa Entertainment,0,0,151493,2.35 : 1,91
1966,1966,NGK,2019,2h 28min,0,6.0,136,10,K. Selvaraghavan,K. Selvaraghavan,Dream Warrior Pictures,0,0,430902,2.35 : 1,148
1967,1967,Robot Overlords,2014,1h 30min,47,4.6,69,69,Jon Wright,Mark Stay,Pinewood Studios,21000000,0,943502,2.35 : 1,90
1968,1968,Triple Cross,1966,2h 20min,0,6.3,44,14,Terence Young,René Hardy,Cineurop,0,0,0,1.66 : 1,140
1969,1969,Young Ones,2014,1h 40min,47,5.9,48,78,Jake Paltrow,Jake Paltrow,Subotica,0,0,7740,2.35 : 1,100
1970,1970,Bloodsport 2,1996,1h 30min,0,4.8,0,0,Alan Mehrez,Jeff Schechter,FM Entertainment International N.V.,0,684351,684351,,90
1971,1971,Jing wu feng yun: Chen Zhen,2010,1h 46min,49,6.3,43,92,Andrew Lau,Gordon Chan,Media Asia Films,0,50433,27390678,2.35 : 1,106
1972,1972,Saints and Soldiers,2003,1h 30min,56,6.7,172,33,Ryan Little,Geoffrey Panos,Go Films,780000,1310470,1310470,1.78 : 1,90
1973,1973,Chui lung,2017,2h 8min,0,6.7,27,25,Jason Kwan,Koon-Nam Lui,Mega-Vision Project Production,0,456854,87965942,2.39 : 1,128
1974,1974,Double Take,2001,1h 28min,0,5.4,0,0,George Gallo,Graham Greene,Kumbaya Productions Inc.,24000000,29831583,31603059,2.35 : 1,88
1975,1975,Firestorm,1998,1h 29min,0,4.8,52,50,Dean Semler,Chris Soth,Twentieth Century Fox,19000000,8165212,8165212,2.35 : 1,89
1976,1976,Field of Lost Shoes,2015,1h 36min,28,5.8,51,8,Sean McNamara,Thomas Farrell,Tredegar Film Works,6000000,0,0,,96
1977,1977,Hard Night Falling,2019,1h 25min,0,3.4,18,10,Giorgio Bruno,Alessandro Riccardi,Sun Film Group,2000000,0,0,2.35 : 1,85
1978,1978,Tom yum goong 2,2013,1h 44min,45,5.3,67,63,Prachya Pinkaew,Eakasit Thairaat,Sahamongkolfilm Co.,0,2463,3399790,2.35 : 1,104
1979,1979,Maniac Cop 3: Badge of Silence,1992,1h 25min,0,5.0,41,57,William Lustig,Larry Cohen,NEO Motion Pictures,0,0,0,2.35 : 1,85
1980,1980,Altitude,2017,1h 28min,0,3.9,74,24,Alex Merkin,Tyler W. Konney,Switzer Entertainment Group,0,0,34174,2.35 : 1,88
1981,1981,The Good Thief,2002,1h 49min,68,6.5,103,105,Neil Jordan,Auguste Le Breton,Alliance Atlantis Communications,30000000,3517797,5756945,1.85 : 1,109
1982,1982,Bandolero!,1968,1h 46min,0,6.6,59,29,Andrew V. McLaglen,James Lee Barrett,Twentieth Century Fox,4450000,0,0,2.35 : 1,106
1983,1983,Xin Shao Lin si,2011,2h 11min,53,6.9,47,67,Benny Chan,Alan Yuen,Emperor Classic Films,29000000,66099,42982973,2.35 : 1,131
1984,1984,Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono,2005,1h 45min,0,7.4,34,13,Seiji Mizushima,Hiromu Arakawa,Aniplex,0,0,10197984,1.85 : 1,105
1985,1985,Fled,1996,1h 38min,0,5.4,0,0,Kevin Hooks,Preston A. Whitmore II,Metro-Goldwyn-Mayer (MGM),25000000,17193231,17193231,1.85 : 1,98
1986,1986,MindGamers,2015,1h 37min,0,3.6,34,15,Andrew Goth,Joanne Reay,Terra Mater Factual Studios,0,0,43750,,97
1987,1987,Xi you ji zhi nü er guo,2018,1h 54min,51,5.5,16,18,Soi Cheang,Ning Wen,Film Workshop,73000000,187074,115084576,1.85 : 1,114
1988,1988,Red Riding Hood,2006,1h 22min,0,3.7,0,0,Randal Kleiser,Timothy Dolan,Tag Entertainment,1600000,0,0,,82
1989,1989,Operation Dumbo Drop,1995,1h 47min,0,5.1,0,0,Simon Wincer,James Morris,Walt Disney Pictures,0,24670346,24670346,2.39 : 1,107
1990,1990,Blast,1997,1h 39min,0,4.3,0,0,Albert Pyun,Albert Pyun,Cruel Stories Inc.,700000,0,0,2.35 : 1,99
1991,1991,The Dead Lands,2014,1h 47min,59,6.3,21,101,Toa Fraser,Glenn Standring,Day Tripper Films,0,5240,906158,2.35 : 1,107
1992,1992,Sundown,2016,1h 43min,10,5.4,19,8,Fernando Lebrija,Fernando Lebrija,Irreversible Cinema,0,0,229963,2.35 : 1,103
1993,1993,Highwaymen,2004,1h 20min,49,5.7,71,49,Robert Harmon,Craig Mitchell,New Line Cinema,0,371396,2442378,2.35 : 1,80
1994,1994,"Bon Cop, Bad Cop",2006,1h 57min,0,6.8,0,0,Erik Canuel,Leila Basen,,0,12665721,12735126,2.35 : 1,117
1995,1995,Moonwalkers,2015,1h 36min,0,6.1,0,0,Antoine Bardou-Jacquet,Dean Craig,Partizan Films,0,0,92365,2.35 : 1,96
1996,1996,Tau ming chong,2007,2h 6min,70,7.0,69,111,Peter Ho-Sun Chan,Tin Nam Chun,Media Asia Films,40000000,129078,42883181,2.35 : 1,126
1997,1997,Chicago Overcoat,2009,1h 34min,0,6.0,19,11,Brian Caunter,John W. Bosher,Beverly Ridge Pictures,3000000,0,0,1.78 : 1,94
1998,1998,Queimada,1969,2h 12min,0,7.2,0,0,Gillo Pontecorvo,Franco Solinas,Produzioni Europee Associate (PEA),0,431817,0,1.66 : 1,132
1999,1999,Hard to Die,1990,1h 17min,0,5.0,0,0,Jim Wynorski,Mark Thomas McGee,New Classics,0,0,0,,77
2000,2000,Undercover Grandpa,2017,1h 34min,0,5.2,38,2,Erik Canuel,Jeff Schechter,CCI Entertainment,0,0,0,,94
