,Titles,Released,MPAA,Runtime,Metascores,IMDB,User Reviews,Critic Reviews,Directors,Writers,Studios,Budget,US Gross,Worldwide Gross,Aspect Ratio
2037,A Murder of Crows,1998,R,1h 42min,,6.3,80,19,Rowdy Herrington,Rowdy Herrington,Motion International,,,,1.85 : 1
2038,Fuzz,1972,PG,1h 32min,,5.5,,,Richard A. Colla,Evan Hunter,Filmways,,"$566,628",,1.85 : 1
2039,Du zhan,2012,R,1h 47min,86,7.0,42,123,Johnnie To,Ka-Fai Wai,Beijing Hairun Pictures Company,"CN¥100,000,000 ","$128,195","$24,676,341",2.35 : 1
2040,Paparazzi,2004,D,1h 24min,38,5.7,141,75,Paul Abascal,Forry Smith,Twentieth Century Fox,"$20,000,000 ","$15,714,234","$16,796,512",2.35 : 1
2041,Enemies Closer,2013,R,1h 25min,49,5.2,49,59,Peter Hyams,Eric Bromberg,After Dark Films,"$5,000,000 ",,,2.39 : 1
2042,Paper Soldiers,2002,R,1h 28min,,5.5,,,David Daniel,Brian Ash,Roc-a-fella Films,,,,1.85 : 1
2043,Theodore Rex,1995,PG,1h 32min,,2.4,46,25,Jonathan R. Betuel,Jonathan R. Betuel,J&M Entertainment,"$33,500,000 ",,,1.85 : 1
2044,I Love Trouble,1994,PG,2h 3min,,5.3,,,Charles Shyer,Nancy Meyers,Annhall,"$45,000,000 ","$30,806,194","$30,806,194",1.85 : 1
2045,The Warrior Queen of Jhansi,2019,R,1h 42min,27,4.2,17,27,Swati Bhise,Devika Bhise,Cayenne Pepper Productions,,"$177,289","$202,142",
2046,Code of Honor,2016,R,1h 46min,,4.1,36,25,Michael Winnick,Michael Winnick,Code of Honor,"$5,000,000 ",,,
2047,I nuovi barbari,1983,R,1h 31min,,4.6,63,74,Enzo G. Castellari,Tito Carpi,Deaf International,,,,2.35 : 1
2048,Men of War,1994,R,1h 42min,,5.8,,,Perry Lang,Stan Rogow,MDP Worldwide,"$8,600,000 ",,,2.39 : 1
2049,7 Guardians of the Tomb,2018,13+,1h 30min,,4.5,53,30,Kimble Rendall,Jonathan Scanlon,Nest Holdings,,,"$7,910,928",2.39 : 1
2050,The Crocodile Hunter: Collision Course,2002,PG,1h 30min,50,5.4,109,35,John Stainton,John Stainton,Metro-Goldwyn-Mayer (MGM),"$12,000,000 ","$28,442,574","$33,082,548",2.35 : 1
2051,Shopping,1994,R,1h 45min,,5.4,,,Paul W.S. Anderson,Paul W.S. Anderson,Channel Four Films,,"$3,061","$3,061",1.85 : 1
2052,Dishoom,2016,17+,2h 4min,,5.1,31,26,Rohit Dhawan,Rohit Dhawan,Eros Worldwide,,"$812,737","$1,331,922",
2053,Elephant White,2011,R,1h 31min,,5.1,49,31,Prachya Pinkaew,Kevin Bernhardt,Millennium Films,"$10,000,000 ",,,2.35 : 1
2054,McHale's Navy,1997,PG,1h 48min,18,4.6,45,22,Bryan Spicer,Peter Crabbe,Sheinberg Productions,"$31,190,000 ","$4,529,843","$4,529,843",1.85 : 1
2055,Ajin,2017,21+,1h 49min,,6.3,,,Katsuyuki Motohiro,Gamon Sakurai,Amuse,,,"$10,750,712",2.35 : 1
2056,The Power of Few,2013,R,1h 36min,,5.2,37,28,Leone Marucci,Leone Marucci,Steelyard Pictures,"$4,000,000 ","$25,000","$45,659",1.85 : 1
2057,Gojira vs. Biorante,1989,PG,1h 44min,,6.6,,,Kazuki Ohmori,Shinichiro Kobayashi,Toho Company,"$5,000,000 ",,,1.85 : 1
2058,"Indio Black, sai che ti dico: Sei un gran figlio di...",1970,PG-13,1h 44min,,6.0,,,Gianfranco Parolini,Renato Izzo,Produzioni Europee Associate (PEA),,"$546,926",,2.35 : 1
2059,House of the Rising Sun,2011,R,1h 30min,,4.4,,,Brian A. Miller,Chuck Hustmyre,Berkshire Axis Media,"$1,500,000 ",,,1.85 : 1
2060,Mulgoe,2018,17+,1h 45min,,6.1,19,39,Jong-ho Huh,Jeong-uk Byeon,CJ E&M Film Financing & Investment Entertainment & Comics,,,"$5,247,503",1.85 : 1
2061,Rangoon,2017,21+,2h 50min,,5.6,55,30,Vishal Bhardwaj,Matthew Robbins,Viacom18 Motion Pictures,,,"$104,174",
2062,Tang ren jie tan an 2,2018,R,2h 1min,48,6.1,9,11,Sicheng Chen,Sicheng Chen,Gosh Film Entertainment,,"$1,983,984","$544,185,156",2.39 : 1
2063,Skin Traffik,2015,R,1h 37min,,4.3,38,15,Ara Paiaya,Adam Davidson,Raging Pictures,"$15,000,000 ",,,2.35 : 1
2064,12 Rounds 2: Reloaded,2013,R,1h 35min,,5.3,14,33,Roel Reiné,David Benullo,WWE Studios,"$4,000,000 ",,,1.78 : 1
2065,Bharat,2019,13+,2h 30min,,4.9,941,25,Ali Abbas Zafar,Su-jin Park,AVA Films & Entertainment,,"$2,971,549","$35,261,263",2.35 : 1
2066,End of a Gun,2016,R,1h 36min,,3.8,32,15,Keoni Waxman,Chuck Hustmyre,Actionhouse Pictures,"$5,000,000 ",,,
2067,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,R,1h 8min,,7.8,,,Daisuke Nishio,Thomas Bangalter,Toei Animation,,,"$46,408",1.33 : 1
2068,Simmba,2018,17+,2h 38min,,5.6,1.1K,21,Rohit Shetty,Puri Jagannadh,Dharma Productions,"₹1,390,000,000 ","$5,102,129","$51,329,472",
2069,Ramayana: The Legend of Prince Rama,1992,PG,2h 50min,,9.0,,,Ram Mohan,Krishna Shah,Nippon Ramayana Film Co.,,,,
2070,Stiletto,2008,R,1h 39min,,4.9,28,16,Nick Vallelonga,Paul Sloan,TinRes Entertainment,"$4,000,000 ",,,2.35 : 1
2071,Tom Sawyer & Huckleberry Finn,2014,PG-13,1h 30min,,5.2,13,4,Jo Kastner,Jo Kastner,Midwest,,,,2.35 : 1
2072,Death House,2017,R,1h 35min,,3.0,97,41,B. Harrison Smith,B. Harrison Smith,Entertainment Factory,,"$23,833","$23,833",
2073,Hunt to Kill,2010,R,1h 38min,,5.2,61,46,Keoni Waxman,Frank Hannah,"Nasser Group, North","$2,300,000 ",,"$160,867",1.78 : 1
2074,The Powerpuff Girls Movie,2002,PG,1h 13min,65,6.6,77,50,Craig McCracken,Charlie Bean,Cartoon Network Studios,"$11,000,000 ","$11,412,414","$16,426,471",1.85 : 1
2075,Baaghi,2016,17+,2h 13min,,5.2,58,24,Sabir Khan,Shifuji Shaurya Bharadwaj,Benetone Films,"$5,200,000 ","$438,207","$11,267,839",
2076,Most Wanted,1997,R,1h 39min,,5.6,37,28,David Hogan,Keenen Ivory Wayans,Ivory Way Productions,"$25,000,000 ","$6,391,946","$11,838,218",2.35 : 1
2077,Xi yang tian shi,2002,D,1h 51min,66,6.7,72,68,Corey Yuen,Jeffrey Lau,Columbia Pictures Film Production Asia,,"$76,584","$810,243",1.85 : 1
2078,Jawbone,2017,R,1h 31min,,6.5,26,38,Thomas Napper,Johnny Harris,EMU Films,,,"$33,919",1.78 : 1
2079,Lazer Team,2015,PG-13,1h 42min,42,5.6,44,45,Matt Hullum,Burnie Burns,Rooster Teeth Productions,"$2,480,421 ","$1,186,426","$1,406,538",2.39:1
2080,Appurushîdo,2004,R,1h 41min,40,7.0,67,68,Shinji Aramaki,Shirow Masamune,Appleseed Film Partners,,"$129,135","$1,650,432",1.85 : 1
2081,Plastic,2014,R,1h 42min,32,6.0,21,29,Julian Gilbey,Chris Howard,Gateway Films,"$10,000,000 ",,"$973,987",2.35 : 1
2082,Code Name: The Cleaner,2007,PG-13,1h 24min,33,4.6,32,49,Les Mayfield,Robert Adetuyi,New Line Cinema,"$20,000,000 ","$8,135,024","$10,337,477",1.85 : 1
2083,5 Days of War,2011,R,1h 53min,31,5.6,71,76,Renny Harlin,Mikko Alanne,Rex Media,"$12,000,000 ","$17,479","$316,944",2.35 : 1
2084,Dance of the Dead,2008,R,1h 27min,,5.8,82,94,Gregg Bishop,Joe Ballarini,Compound B,,,,1.85 : 1
2085,Gojira vs. Mekagojira,1993,PG,1h 48min,,6.6,49,40,Takao Okawara,Yutaka Izubuchi,Toho Company,"$9,500,000 ",,,1.85 : 1
2086,Plunkett & Macleane,1999,R,1h 39min,44,6.4,114,64,Jake Scott,Selwyn Roberts,Arts Council of England,,"$474,900","$474,900",2.39 : 1
2087,24,2016,17+,2h 44min,,7.9,131,19,Vikram K. Kumar,Vikram K. Kumar,2D Entertainment,"₹700,000,000 ",,"$336,771",
2088,Perrier's Bounty,2009,R,1h 28min,47,6.4,35,54,Ian Fitzgibbon,Mark O'Rowe,Parallel Film Productions,,$828,"$167,938",2.35 : 1
2089,Judwaa 2,2017,17+,2h 25min,,3.6,88,21,David Dhawan,Yunus Sajawal,Apple & Orange Pictures,,"$1,431,255","$28,733,523",
2090,Digimon: The Movie,2000,PG,1h 22min,20,6.1,70,29,Bob Buchholz,Akiyoshi Hongo,Saban Entertainment,"$5,000,000 ","$9,631,153","$16,643,191",1.85 : 1
2091,The Traveler,2010,R,1h 36min,,4.1,58,19,Michael Oblowitz,Joseph C. Muscat,Voltage Pictures,"$4,000,000 ",,,2.35 : 1
2092,Magadheera,2009,13+,2h 27min,,7.7,44,33,S.S. Rajamouli,Vijayendra Prasad,Geetha Arts,"₹420,000,000 ",,,2.35 : 1
2093,Java Heat,2013,R,1h 44min,35,5.1,18,37,Conor Allyn,Conor Allyn,Margate House Films,"$15,000,000 ","$1,061","$189,739",2.35 : 1
2094,Absolution,2015,R,1h 36min,,4.5,31,32,Keoni Waxman,Richard Beattie,Daro Film Distribution,"$5,000,000 ",,,
2095,Female Fight Club,2016,R,1h 30min,,4.2,13,19,Miguel Angel Ferrer,Anastazja Davis,Cineville,"$2,000,000 ",,"$22,253",2.35 : 1
2096,Boh lei chun,1999,PG-13,2h 1min,,6.1,105,43,Vincent Kok,Jackie Chan,GH Pictures,,,"$451,518",2.35 : 1
2097,The Foreigner,2003,R,1h 36min,,3.4,,,Michael Oblowitz,Darren Campbell,Franchise Pictures,"$10,700,000 ",,,1.85 : 1
2098,Beyond Rangoon,1995,R,1h 40min,,6.6,49,25,John Boorman,Alex Lasker,Castle Rock Entertainment,"$23,000,000 ","$5,750,110","$5,750,110",2.39 : 1
2099,Undead,2003,R,1h 44min,34,5.4,208,132,Michael Spierig,Michael Spierig,Spierigfilm,"A$1,000,000 ","$41,196","$187,847",1.85 : 1
2100,Raid,2018,13+,2h 2min,,7.4,91,21,Raj Kumar Gupta,Nischay Kutt,Panorama Studios,,"$1,010,385","$15,694,591",
2101,Dead Shack,2017,R,1h 25min,,5.5,,,Peter Ricq,Phil Ivanusic,Goodbye Productions,,,,2.39:1
2102,Asoka,2001,R,3h,,6.5,103,31,Santosh Sivan,Saket Chaudhary,Arclightz and Films Pvt. Ltd.,"₹130,000,000 ","$731,277","$1,340,718",2.35 : 1
2103,Last Passenger,2013,R,1h 37min,66,5.7,59,63,Omid Nooshin,Omid Nooshin,NDF International,"$2,500,000 ","$14,806","$54,110",2.35 : 1
2104,In the Name of the King: The Last Mission,2014,R,1h 26min,,3.1,16,22,Uwe Boll,Joel Ross,Event Film Distribution,"$3,500,000 ",,,1.78 : 1
2105,Countdown,2016,R,1h 30min,,4.8,8,19,John Stockwell,Michael Finch,WWE Studios,,,"$29,574",
2106,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,R,1h 26min,54,6.7,80,82,Matt Maiellaro,Matt Maiellaro,Adult Swim,"$750,000 ","$5,520,368","$5,520,368",1.85 : 1
2107,Into the Sun,2005,R,1h 37min,,4.4,,,mink,Steven Seagal,Aries,"$15,000,000 ",,"$175,563",1.85 : 1
2108,Jung on zo,1993,R,1h 47min,,6.8,28,52,Kirk Wong,Tin Nam Chun,Golden Harvest Company,,"$194,720","$3,741,869",1.85 : 1
2109,Shadowboxer,2005,R,1h 33min,33,5.5,78,47,Lee Daniels,Will Rokos,Teton Films,,"$370,627","$519,802",2.35 : 1
2110,Adult Beginners,2014,R,1h 32min,57,5.6,30,49,Ross Katz,Nick Kroll,Burn Later Productions,,"$108,808","$108,808",1.85 : 1
2111,Green Street 3: Never Back Down,2013,R,1h 33min,,5.2,18,27,James Nunn,David Beton,Tea Shop Productions,,,,2.35 : 1
2112,Shooting Heroin,2020,R,1h 30min,,5.3,42,11,Spencer T. Folmar,Spencer T. Folmar,SpenceTF Productions,,,,
2113,Gekijô-ban poketto monsutâ: Kesshô-tô no teiô,2000,G,1h 33min,,5.9,,,Kunihiko Yuyama,Marc M.,4 Kids Entertainment,"$16,000,000 ","$17,052,128","$68,411,275",
2114,Fong juk,2006,R,1h 50min,73,7.2,33,104,Johnnie To,Kam-Yuen Szeto,Media Asia Films,"HK$35,000,000 ","$51,957","$1,230,135",2.35 : 1
2115,Maharshi,2019,Not Rated,2h 56min,,7.3,175,6,Vamshi Paidipally,Hari,PVP Cinema,,,"$595,200",
2116,Kill Buljo: The Movie,2007,R,1h 33min,,5.7,15,10,Tommy Wirkola,Stig Frode Henriksen,Yellow Bastard Production,"NOK 890,000 ",,"$1,098,618",1.85 : 1
2117,Zero Tolerance,2015,R,1h 29min,,4.1,,,Wych Kaosayananda,Wych Kaosayananda,Zero Tolerance Films,"$5,000,000 ",,,
2118,Transit,2012,R,1h 28min,,5.8,72,42,Antonio Negret,Michael Gilvary,After Dark Films,"$5,000,000 ",,"$663,432",2.35 : 1
2119,Batman: Return of the Caped Crusaders,2016,PG,1h 18min,,6.8,51,52,Rick Morales,Michael Jelenic,Warner Bros. Animation,"$3,500,000 ",,"$56,711",1.78 : 1
2120,Vigilante Diaries,2016,R,1h 47min,,5.1,19,22,Christian Sesma,Christian Sesma,Oscar Gold Productions,"$1,000,000 ","$1,991","$176,777",
2121,Top Dog,1995,PG-13,1h 26min,,4.2,,,Aaron Norris,Aaron Norris,Live Entertainment,"$6,000,000 ","$5,093,707","$5,093,707",1.85 : 1
2122,Di renjie: Tong tian di guo,2010,PG-13,2h 3min,75,6.6,43,127,Hark Tsui,Chia-Lu Chang,China Film Co-Production Corporation,"$13,000,000 ","$459,836","$51,899,269",2.35 : 1
2123,Take Point,2018,17+,1h 59min,,5.4,27,15,Byung-woo Kim,Byung-woo Kim,CJ Entertainment,,"$112,386","$12,908,032",
2124,Swelter,2014,R,1h 36min,,4.6,32,23,Keith Parmer,Keith Parmer,Grand Peaks Entertainment,"$8,000,000 ",,"$38,158",
2125,Jet Pilot,1957,Approved,1h 53min,,5.7,,,Josef von Sternberg,Jules Furthman,RKO Radio Pictures,"$9,000,000 ",,,1.66 : 1
2126,The Lovers,2015,R,1h 49min,19,4.6,26,10,Roland Joffé,Ajey Jhankar,Corsan,"$50,000,000 ",,"$66,428",
2127,Lung foo fung wan,1987,R,1h 45min,,7.1,,,Ringo Lam,Ringo Lam,Cinema City,,,,1.85 : 1
2128,Crossover,2006,PG-13,1h 35min,30,2.2,35,27,Preston A. Whitmore II,Preston A. Whitmore II,360 Pictures,"$5,800,000 ","$7,009,668","$7,009,668",1.85 : 1
2129,Xi you ji zhi da sheng gui lai,2015,PG,1h 29min,,6.8,24,6,Tian Xiao Peng,Cory Edwards,Beijing Weiying Shidai Technology Co.,,,"$153,262,397",
2130,Bing feng: Yong heng zhi men,2018,17+,1h 44min,,3.9,28,21,Wai-Man Yip,Fung Lam,Zhongmeng Century Media,"HK$200,000,000 ",,"$4,957,041",2.35 : 1
2131,Fay Grim,2006,R,1h 58min,52,6.2,52,81,Hal Hartley,Hal Hartley,HDNet Films,,"$126,714","$193,067",1.85 : 1
2132,Kirot,2009,R,1h 43min,,5.8,22,63,Danny Lerner,Danny Lerner,Bleiberg Entertainment,"$3,000,000 ",,"$1,948",2.35 : 1
2133,Next Day Air,2009,R,1h 24min,46,5.8,27,48,Benny Boom,Blair Cobbs,A-Mark Entertainment,"$3,000,000 ","$10,027,047","$10,172,519",1.85 : 1
2134,Revenge of the Green Dragons,2014,R,1h 34min,36,5.3,38,53,Andrew Lau,Michael Di Jiacomo,IM Global,"$5,000,000 ",,"$107,412",2.35 : 1
2135,Arjun Patiala,2019,13+,1h 47min,,4.3,36,9,Rohit Jugraj,Ritesh Shah,Bake My Cake Films,,,"$960,215",2.35 : 1
2136,Maximum Conviction,2012,R,1h 38min,,4.8,48,59,Keoni Waxman,Richard Beattie,Steamroller Productions,"$8,000,000 ",,,1.78 : 1
2137,"Gojira, Ebirâ, Mosura: Nankai no daiketto",1966,PG,1h 27min,,5.5,,,Jun Fukuda,Shin'ichi Sekizawa,Toho Company,"$1,200,000 ",,,2.35 : 1
2138,Until Death,2007,R,1h 41min,,5.8,59,34,Simon Fellows,Dan Harris,Millennium Films,"$12,000,000 ",,"$212,921",2.35 : 1
2139,Delta Farce,2007,PG-13,1h 30min,17,3.6,68,45,C.B. Harding,Bear Aderhold,Sleeping Marmots Production,,"$8,130,530","$8,729,473",1.85 : 1
2140,'A' gai wak 2,1987,PG-13,1h 46min,,7.1,25,34,Jackie Chan,Jackie Chan,Golden Harvest Company,,,,2.39 : 1
2141,Kaante,2002,R,2h 34min,41,6.5,58,9,Sanjay Gupta,Sanjay Gupta,Film Club,"₹280,000,000 ","$1,041,228","$5,753,991",2.35 : 1
2142,Chill Factor,1999,R,1h 42min,33,5.2,91,70,Hugh Johnson,Drew Gitlin,Morgan Creek Entertainment,"$70,000,000 ","$11,263,966","$11,788,676",2.35 : 1
2143,Sarkar 3,2017,13+,2h 10min,,4.9,23,17,Ram Gopal Varma,P. Jaya Kumar,AB Corp Ltd.,"₹550,000,000 ","$249,588","$358,928",
2144,Ammazzali tutti e torna solo,1968,R,1h 40min,,6.4,,,Enzo G. Castellari,Tito Carpi,Fida Cinematografica,,,,2.35 : 1
2145,The Demolitionist,1995,R,1h 40min,,4.3,,,Robert Kurtzman,Brian DiMuccio,A-Pix Entertainment,"$1,000,000 ",,,1.33 : 1
2146,Left Behind III: World at War,2005,PG-13,1h 35min,,4.6,70,10,Craig R. Baxley,Jean Brincko,Cloud Ten Pictures,"$4,600,000 ",,,1.78 : 1
2147,Spiders 3D,2013,PG-13,1h 29min,,3.3,56,73,Tibor Takács,Joseph Farruggia,Millennium Films,"$7,000,000 ",,"$257,019",1.78 : 1
2148,Shootfighter: Fight to the Death,1993,R,1h 40min,,5.4,,,Patrick Alan,Judd Lynn,ANA Productions,,,,
2149,Valentine,2017,13+,1h 45min,,4.7,37,10,Agus Hermansyah Mawardy,Beby Hasibuan,Skylar Comics,,,,2.35 : 1
2150,The Asian Connection,2016,R,1h 30min,,3.2,23,22,Daniel Zirilli,D. Glase Lomond,Parkside Pictures,"$2,000,000 ",,"$34,735",2.35 : 1
2151,Dylan Dog: Dead of Night,2010,PG-13,1h 48min,31,5.1,78,143,Kevin Munroe,Thomas Dean Donnelly,Hyde Park Films,"$20,000,000 ","$1,186,538","$5,782,515",2.35 : 1
2152,Fist of the North Star,1995,R,1h 43min,,3.9,72,33,Tony Randel,Buronson,First Look International,"$7,000,000 ",,,1.85 : 1
2153,Rev,2020,R,1h 31min,,5.5,24,4,Ant Horasanli,Ant Horasanli,N5 Pictures,,,"$29,633",
2154,Rapa Nui,1994,R,1h 47min,,6.4,28,11,Kevin Reynolds,Kevin Reynolds,Majestic Films International,"$20,000,000 ","$305,070","$305,070",2.39 : 1
2155,End Game,2006,R,1h 33min,,5.1,,,Andy Cheng,J.C. Pollock,Millennium Films,"$5,000,000 ",,"$208,101",1.85 : 1
2156,Avalon,2001,R,1h 47min,,6.5,148,71,Mamoru Oshii,Kazunori Itô,Deiz Production,"$8,000,000 ",,"$449,275",1.85 : 1
2157,All the Queen's Men,2001,PG-13,1h 39min,19,4.9,39,20,Stefan Ruzowitzky,Digby Wolfe,Atlantic Streamline,"$15,000,000 ","$23,662","$121,258",2.35 : 1
2158,Cross 3,2019,R,1h 40min,,2.0,17,4,Patrick Durham,Patrick Durham,Morningstar Films,,,,1.78 : 1
2159,Vinaya Vidheya Rama,2019,17+,2h 26min,,3.3,84,4,Boyapati Srinu,M. Rathnam,DVV Entertainment,,,"$42,832",2.35 : 1
2160,BoBoiBoy Movie 2,2019,SU,2h,,7.3,,,Nizam Razak,Anas Abdul Aziz,Animonsta Studios,"MYR 7,000,000 ",,"$56,245",
2161,Firepower,1993,R,1h 35min,,5.2,,,Richard Pepin,Michael January,PM Entertainment Group,,,,
2162,Dokjeon,2018,17+,2h 3min,58,6.5,18,27,Hae-Young Lee,Jung Seo-Kyoung,Yong Film,,"$365,639","$39,047,153",2.35 : 1
2163,Junglee,2019,13+,1h 55min,,5.6,40,13,Chuck Russell,Adam Prince,Junglee Pictures,,"$295,784","$4,033,587",
2164,Les rivières pourpres 2 - Les anges de l'apocalypse,2004,R,1h 40min,,6.0,48,41,Olivier Dahan,Luc Besson,Studio Légende,"€30,000,000 ","$152,148","$40,152,148",2.35 : 1
2165,Saints and Soldiers: The Void,2014,PG-13,1h 34min,,5.3,33,6,Ryan Little,Ryan Little,Go Films,,,,
2166,Hijacked,2012,R,1h 26min,,3.8,33,29,Brandon Nutt,Brandon Nutt,NuttHouse Moving Pictures Company,,,,
2167,Jin yi wei,2010,R,1h 54min,50,6.3,26,55,Daniel Lee,Daniel Lee,Visualizer Film Productions,"$20,000,000 ",,"$3,787,100",2.35 : 1
2168,One Good Cop,1991,R,1h 54min,,5.9,,,Heywood Gould,Heywood Gould,Hollywood Pictures,"$4,000,000 ","$11,276,846","$11,276,846",1.85 : 1
2169,Force 2,2016,17+,2h 7min,,6.2,40,18,Abhinay Deo,Jasmeet K Reen,J.A. Entertainment,"₹1,100,567,636 ",,"$189,742",
2170,Andròn: The Black Labyrinth,2015,R,1h 40min,16,2.7,65,18,Francesco Cinquemani,Francesco Cinquemani,Ambi Pictures,,,,2.39:1
2171,Shun liu ni liu,2000,R,1h 53min,,6.9,,,Hark Tsui,Koan Hui,Columbia Pictures Film Production Asia,,"$10,770","$243,978",2.35 : 1
2172,Rogue Warfare 3: Death of a Nation,2020,R,1h 35min,,3.2,13,2,Mike Gunther,Michael Day,5150 Action,,,,2.35 : 1
2173,Vidocq,2001,R,1h 38min,,6.5,,,Pitof,Eugène-François Vidocq,RF2K Productions,"FRF 152,000,000 ",,"$13,240,767",1.85 : 1
2174,Shivaay,2016,17+,2h 33min,,6.2,120,15,Ajay Devgn,Sandeep Shrivastava,NH Studioz,,,"$12,071,738",2.35 : 1
2175,Gekijôban Fairy Tail: Dragon Cry,2017,17+,1h 25min,,7.1,15,5,Tatsuma Minamikawa,Hiro Mashima,A-1 Pictures,,"$519,461","$1,420,035",
2176,Ninja Cheerleaders,2008,R,1h 21min,,3.3,,,David Presley,David Presley,Hi-Fidelity Films,,,,1.78 : 1
2177,Wedlock,1991,R,1h 41min,,5.9,26,24,Lewis Teague,Broderick Miller,Spectacor Films,"$6,000,000 ",,,1.85 : 1
2178,The Big Bang,2010,R,1h 41min,25,5.4,48,36,Tony Krantz,Erik Jendresen,Big Bang Production,"$17,000,000 ",,"$159,991",2.35 : 1
2179,De l'autre côté du périph,2012,R,1h 36min,,5.8,5,37,David Charhon,Eric Altmayer,Mandarin Films,,"$9,572","$25,109,572",2.35 : 1
2180,Vampires: Los Muertos,2002,R,1h 34min,,4.5,71,44,Tommy Lee Wallace,Tommy Lee Wallace,Estudios Churubusco Azteca S.A.,,,"$429,189",2.35 : 1
